Order_ID,ASIN,Product_Name,Category,Sub_Category,Order_Date,Ship_Date,Delivery_Date,Delivery_Type,Customer_ID,Customer_Name,Customer_Tier,Age_Group,City,State,Region,Quantity,Unit_Price_INR,Discount_%,Discount_Amount_INR,Sale_Price_INR,Profit_INR,Profit_Margin_%,Payment_Method,Returned,Return_Reason,Customer_Rating,Year,Month,Quarter,Financial_Year,Is_Weekend_Order,Is_Festive_Season
AMZ-ORD-102545,ASIN-67888547,Boldfit Resistance Bands,Sports & Outdoors,Fitness Equipment,2021-02-22,2021-03-01,2021-03-01,Scheduled Delivery,AMZ-CUST-5742,Sanjay Nair,Regular,55+,Patna,Bihar,East,3,12698.5,15,5714.32,32381.18,10870.25,33.57,EMI,No,N/A,1,2021,February,Q1,FY2020-21,No,No
AMZ-ORD-102546,ASIN-58851418,Red Bull Energy 24 Pack,Grocery & Gourmet,Beverages,2021-05-26,2021-05-27,2021-05-28,Amazon Prime (1-Day),AMZ-CUST-5276,Vishal Shah,Prime,18-24,Ahmedabad,Gujarat,West,5,2156.58,30,3234.87,7548.03,463.62,6.14,Cash on Delivery,No,N/A,5,2021,May,Q2,FY2021-22,No,No
AMZ-ORD-102547,ASIN-10745145,Bru Coffee 200g,Grocery & Gourmet,Beverages,2023-04-27,2023-04-27,2023-04-27,Amazon Fresh (Same Day),AMZ-CUST-5249,Varun Gupta,Prime,25-34,Surat,Gujarat,West,2,3054.32,5,305.43,5803.21,591.27,10.19,Amazon Pay,No,N/A,1,2023,April,Q2,FY2023-24,No,No
AMZ-ORD-102548,ASIN-26981246,Eureka Forbes RO,Home & Kitchen,Cleaning,2021-06-08,2021-06-10,2021-06-11,Amazon Prime (2-Day),AMZ-CUST-5792,Ananya Shah,Prime,18-24,Chandigarh,Punjab,North,1,31628.67,5,1581.43,30047.24,5314.46,17.69,Credit Card,Yes,Better Price Found,3,2021,June,Q2,FY2021-22,No,No
AMZ-ORD-102549,ASIN-36207840,Samsung 55 QLED 4K,Electronics,Televisions,2023-05-01,2023-05-08,2023-05-08,Scheduled Delivery,AMZ-CUST-5046,Neha Tiwari,Business Prime,25-34,Pune,Maharashtra,West,4,28898.72,10,11559.49,104035.39,14127.19,13.58,Debit Card,No,N/A,2,2023,May,Q2,FY2023-24,No,No
AMZ-ORD-102550,ASIN-58725968,The Psychology of Money,Books & Media,Fiction,2021-05-04,2021-05-08,2021-05-09,Standard (5-7 Days),AMZ-CUST-5568,Deepika Gupta,Regular,18-24,Noida,Uttar Pradesh,North,5,2266.85,50,5667.12,5667.13,1268.53,22.38,Net Banking,No,N/A,4,2021,May,Q2,FY2021-22,No,No
AMZ-ORD-102551,ASIN-99542945,Nilkamal Wardrobe,Home & Kitchen,Furniture,2023-07-17,2023-07-22,2023-07-23,Standard (5-7 Days),AMZ-CUST-5518,Harsh Bansal,Regular,35-44,Jaipur,Rajasthan,North,1,83841.88,20,16768.38,67073.5,11482.6,17.12,Debit Card,No,N/A,5,2023,July,Q3,FY2023-24,No,No
AMZ-ORD-102552,ASIN-68893154,Titan Raga Watch,Fashion,Accessories,2023-09-28,2023-10-04,2023-10-05,Scheduled Delivery,AMZ-CUST-5174,Aisha Kapoor,Regular,35-44,Bengaluru,Karnataka,South,3,18043.55,60,32478.39,21652.26,7804.86,36.05,Cash on Delivery,No,N/A,4,2023,September,Q3,FY2023-24,No,No
AMZ-ORD-102553,ASIN-23854142,The Subtle Art,Books & Media,Fiction,2023-08-22,2023-08-24,2023-08-24,Amazon Prime (2-Day),AMZ-CUST-5715,Zara Patel,Regular,55+,Mumbai,Maharashtra,West,5,2135.75,50,5339.38,5339.37,1028.41,19.26,Amazon Pay,No,N/A,5,2023,August,Q3,FY2023-24,No,No
AMZ-ORD-102554,ASIN-62469319,Vector X Pull Up Bar,Sports & Outdoors,Fitness Equipment,2023-08-19,2023-08-20,2023-08-20,Amazon Prime (1-Day),AMZ-CUST-5676,Diya Joshi,Prime,45-54,Pune,Maharashtra,West,1,22289.19,40,8915.68,13373.51,3048.77,22.8,Net Banking,No,N/A,3,2023,August,Q3,FY2023-24,Yes,No
AMZ-ORD-102555,ASIN-63095714,Nestle Everyday Milk Powder,Grocery & Gourmet,Staples,2022-07-13,2022-07-15,2022-07-16,Amazon Prime (2-Day),AMZ-CUST-5748,Tanvi Mehta,Regular,35-44,Delhi,Delhi,North,3,70.99,15,31.95,181.02,19.37,10.7,Cash on Delivery,No,N/A,4,2022,July,Q3,FY2022-23,No,No
AMZ-ORD-102556,ASIN-48743679,Adidas Football Boots,Sports & Outdoors,Sports Gear,2021-02-22,2021-02-22,2021-02-22,Amazon Fresh (Same Day),AMZ-CUST-5137,Tanya Malhotra,Regular,18-24,Noida,Uttar Pradesh,North,5,31706.13,70,110971.46,47559.19,18593.62,39.1,Debit Card,No,N/A,4,2021,February,Q1,FY2020-21,No,No
AMZ-ORD-102557,ASIN-69213068,Frooti Mango 24 Pack,Grocery & Gourmet,Beverages,2023-01-02,2023-01-04,2023-01-04,Amazon Prime (2-Day),AMZ-CUST-5315,Vivek Kapoor,Regular,45-54,Delhi,Delhi,North,4,133.6,25,133.6,400.8,53.92,13.45,Debit Card,Yes,Changed Mind,4,2023,January,Q1,FY2022-23,No,No
AMZ-ORD-102558,ASIN-74805748,Bournvita 1kg,Grocery & Gourmet,Staples,2023-03-09,2023-03-11,2023-03-12,Amazon Prime (2-Day),AMZ-CUST-5170,Zara Iyer,Regular,18-24,Delhi,Delhi,North,3,1587.47,5,238.12,4524.29,464.37,10.26,Credit Card,No,N/A,4,2023,March,Q1,FY2022-23,No,No
AMZ-ORD-102559,ASIN-94930577,Cosco Skipping Rope,Sports & Outdoors,Fitness Equipment,2023-10-25,2023-10-30,2023-10-31,Standard (5-7 Days),AMZ-CUST-5358,Varun Gupta,Business Prime,35-44,Delhi,Delhi,North,2,20381.93,25,10190.97,30572.89,5789.57,18.94,UPI,No,N/A,5,2023,October,Q4,FY2023-24,No,Yes
AMZ-ORD-102560,ASIN-67154867,Paperboat Aam Panna,Grocery & Gourmet,Beverages,2021-03-19,2021-03-19,2021-03-20,Amazon Fresh (Same Day),AMZ-CUST-5458,Nikhil Rao,Prime,18-24,Mumbai,Maharashtra,West,3,3877.53,40,4653.04,6979.55,974.38,13.96,Cash on Delivery,No,N/A,4,2021,March,Q1,FY2020-21,No,No
AMZ-ORD-102561,ASIN-70433336,Lenovo IdeaPad Slim 5,Electronics,Laptops,2021-11-13,2021-11-17,2021-11-17,Scheduled Delivery,AMZ-CUST-5339,Suresh Patel,Regular,25-34,Mumbai,Maharashtra,West,5,141530.95,20,141530.95,566123.8,69027.97,12.19,EMI,No,N/A,4,2021,November,Q4,FY2021-22,Yes,Yes
AMZ-ORD-102562,ASIN-17272705,Famous Five Boxset,Books & Media,Children,2021-12-14,2021-12-14,2021-12-15,Amazon Fresh (Same Day),AMZ-CUST-5162,Vivek Agarwal,Business Prime,35-44,Mumbai,Maharashtra,West,5,1900.38,70,6651.33,2850.57,969.75,34.02,EMI,No,N/A,3,2021,December,Q4,FY2021-22,No,Yes
AMZ-ORD-102563,ASIN-72322896,Bajaj Mixer Grinder,Home & Kitchen,Kitchen Appliances,2023-03-25,2023-03-29,2023-03-30,Standard (5-7 Days),AMZ-CUST-5509,Zara Iyer,Prime,55+,Kochi,Kerala,South,2,5606.81,70,7849.53,3364.09,939.43,27.93,EMI,Yes,Changed Mind,4,2023,March,Q1,FY2022-23,Yes,No
AMZ-ORD-102564,ASIN-67888547,Boldfit Resistance Bands,Sports & Outdoors,Fitness Equipment,2021-07-03,2021-07-03,2021-07-04,Amazon Fresh (Same Day),AMZ-CUST-5351,Deepika Iyer,Regular,35-44,Hyderabad,Telangana,South,4,14285.85,60,34286.04,22857.36,7656.05,33.49,UPI,No,N/A,5,2021,July,Q3,FY2021-22,Yes,No
AMZ-ORD-102565,ASIN-36261601,Calvin Klein Wallet,Fashion,Accessories,2021-05-22,2021-05-22,2021-05-22,Amazon Fresh (Same Day),AMZ-CUST-5725,Rohan Bansal,Regular,45-54,Bhopal,Madhya Pradesh,Central,3,17723.19,10,5316.96,47852.61,20792.35,43.45,Cash on Delivery,No,N/A,4,2021,May,Q2,FY2021-22,Yes,No
AMZ-ORD-102566,ASIN-36733815,Faber Chimney,Home & Kitchen,Kitchen Appliances,2021-12-10,2021-12-12,2021-12-13,Amazon Prime (2-Day),AMZ-CUST-5023,Manish Kumar,Regular,55+,Hyderabad,Telangana,South,1,32003.21,30,9600.96,22402.25,7788.16,34.77,Credit Card,No,N/A,2,2021,December,Q4,FY2021-22,No,Yes
AMZ-ORD-102567,ASIN-23313692,Big Nate Series,Books & Media,Children,2023-12-16,2023-12-16,2023-12-17,Amazon Fresh (Same Day),AMZ-CUST-5614,Kiran Joshi,Regular,18-24,Surat,Gujarat,West,2,646.68,50,646.68,646.68,126.03,19.49,Cash on Delivery,No,N/A,3,2023,December,Q4,FY2023-24,Yes,Yes
AMZ-ORD-102568,ASIN-36821615,Yohi Dumbbells Set,Sports & Outdoors,Fitness Equipment,2022-03-24,2022-03-24,2022-03-24,Amazon Fresh (Same Day),AMZ-CUST-5709,Tanya Bansal,Prime,45-54,Chandigarh,Punjab,North,5,5299.0,5,1324.75,25170.25,6802.03,27.02,EMI,No,N/A,3,2022,March,Q1,FY2021-22,No,No
AMZ-ORD-102569,ASIN-75104205,SG Batting Gloves,Sports & Outdoors,Sports Gear,2022-04-19,2022-04-19,2022-04-20,Amazon Fresh (Same Day),AMZ-CUST-5063,Nikhil Mishra,Regular,25-34,Gurgaon,Haryana,North,5,14211.3,70,49739.55,21316.95,4803.57,22.53,Cash on Delivery,Yes,Wrong Item,1,2022,April,Q2,FY2022-23,No,No
AMZ-ORD-102570,ASIN-34142197,Lavie Tote Bag,Fashion,Accessories,2022-02-12,2022-02-13,2022-02-13,Amazon Prime (1-Day),AMZ-CUST-5090,Ishaan Reddy,Regular,35-44,Lucknow,Uttar Pradesh,North,2,13644.1,70,19101.74,8186.46,4277.85,52.26,Cash on Delivery,No,N/A,5,2022,February,Q1,FY2021-22,Yes,No
AMZ-ORD-102571,ASIN-56814617,NTA JEE Main 45 Years,Books & Media,Academic,2023-04-27,2023-04-27,2023-04-28,Amazon Fresh (Same Day),AMZ-CUST-5511,Arjun Nair,Prime,25-34,Delhi,Delhi,North,4,795.49,25,795.49,2386.47,814.53,34.13,UPI,No,N/A,4,2023,April,Q2,FY2023-24,No,No
AMZ-ORD-102572,ASIN-11792730,Apple MacBook Air M2,Electronics,Laptops,2022-11-09,2022-11-14,2022-11-15,Standard (5-7 Days),AMZ-CUST-5633,Arjun Bansal,Business Prime,55+,Noida,Uttar Pradesh,North,5,135026.64,5,33756.66,641376.54,90650.92,14.13,Credit Card,No,N/A,2,2022,November,Q4,FY2022-23,No,Yes
AMZ-ORD-102573,ASIN-37612409,Harry Potter Box Set,Books & Media,Children,2021-04-14,2021-04-15,2021-04-15,Amazon Prime (1-Day),AMZ-CUST-5144,Aisha Tiwari,Regular,45-54,Nagpur,Maharashtra,West,3,1764.18,15,793.88,4498.66,939.14,20.88,Debit Card,No,N/A,3,2021,April,Q2,FY2021-22,No,No
AMZ-ORD-102574,ASIN-89488402,Morphy Richards OTG,Home & Kitchen,Kitchen Appliances,2021-06-18,2021-06-19,2021-06-20,Amazon Prime (1-Day),AMZ-CUST-5211,Vikram Bansal,Prime,25-34,Pune,Maharashtra,West,5,87646.66,25,109558.33,328674.97,76939.62,23.41,Credit Card,Yes,Not as Described,4,2021,June,Q2,FY2021-22,No,No
AMZ-ORD-102575,ASIN-26889243,Sapiens - Yuval Noah Harari,Books & Media,Fiction,2023-06-05,2023-06-06,2023-06-07,Amazon Prime (1-Day),AMZ-CUST-5142,Harsh Sharma,Prime,35-44,Kochi,Kerala,South,1,1375.05,25,343.76,1031.29,317.7,30.81,Amazon Pay,No,N/A,5,2023,June,Q2,FY2023-24,No,No
AMZ-ORD-102576,ASIN-84987021,Sennheiser HD 450BT,Electronics,Audio,2023-06-14,2023-06-14,2023-06-15,Amazon Fresh (Same Day),AMZ-CUST-5161,Priya Kumar,Prime,25-34,Kolkata,West Bengal,East,2,84809.57,20,33923.83,135695.31,19823.76,14.61,Net Banking,No,N/A,3,2023,June,Q2,FY2023-24,No,No
AMZ-ORD-102577,ASIN-75036170,Magic Tree House,Books & Media,Children,2022-08-01,2022-08-02,2022-08-02,Amazon Prime (1-Day),AMZ-CUST-5055,Ananya Rao,Business Prime,55+,Delhi,Delhi,North,2,2491.65,25,1245.83,3737.47,717.34,19.19,Net Banking,No,N/A,4,2022,August,Q3,FY2022-23,No,No
AMZ-ORD-102578,ASIN-76793912,Rich Dad Poor Dad,Books & Media,Fiction,2022-02-27,2022-03-03,2022-03-04,Scheduled Delivery,AMZ-CUST-5465,Rohan Chopra,Regular,25-34,Patna,Bihar,East,2,1184.29,50,1184.29,1184.29,255.95,21.61,Credit Card,No,N/A,4,2022,February,Q1,FY2021-22,Yes,No
AMZ-ORD-102579,ASIN-37796026,Real Fruit Power,Grocery & Gourmet,Beverages,2023-02-26,2023-02-26,2023-02-27,Amazon Fresh (Same Day),AMZ-CUST-5695,Mohit Malhotra,Regular,35-44,Noida,Uttar Pradesh,North,5,2931.77,20,2931.77,11727.08,954.08,8.14,UPI,No,N/A,4,2023,February,Q1,FY2022-23,Yes,No
AMZ-ORD-102580,ASIN-83798605,Allen Solly Formal Shirt,Fashion,Men's Clothing,2022-10-21,2022-10-23,2022-10-24,Amazon Prime (2-Day),AMZ-CUST-5148,Aisha Nair,Regular,18-24,Pune,Maharashtra,West,3,6667.34,10,2000.2,18001.82,6137.68,34.09,UPI,No,N/A,4,2022,October,Q4,FY2022-23,No,Yes
AMZ-ORD-102581,ASIN-21776820,Motorola Edge 40,Electronics,Smartphones,2022-06-08,2022-06-09,2022-06-09,Amazon Prime (1-Day),AMZ-CUST-5506,Pooja Reddy,Prime,18-24,Ahmedabad,Gujarat,West,4,88599.45,60,212638.68,141759.12,21086.58,14.87,Amazon Pay,No,N/A,4,2022,June,Q2,FY2022-23,No,No
AMZ-ORD-102582,ASIN-74805748,Bournvita 1kg,Grocery & Gourmet,Staples,2023-07-14,2023-07-18,2023-07-18,Scheduled Delivery,AMZ-CUST-5045,Vishal Iyer,Prime,25-34,Delhi,Delhi,North,3,2474.96,0,0.0,7424.88,922.84,12.43,Cash on Delivery,No,N/A,4,2023,July,Q3,FY2023-24,No,No
AMZ-ORD-102583,ASIN-67260430,Champak Magazine,Books & Media,Children,2021-06-07,2021-06-07,2021-06-07,Amazon Fresh (Same Day),AMZ-CUST-5473,Manish Mishra,Regular,45-54,Lucknow,Uttar Pradesh,North,4,2502.1,15,1501.26,8507.14,1849.98,21.75,Amazon Pay,No,N/A,2,2021,June,Q2,FY2021-22,No,No
AMZ-ORD-102584,ASIN-58851418,Red Bull Energy 24 Pack,Grocery & Gourmet,Beverages,2021-07-20,2021-07-21,2021-07-22,Amazon Prime (1-Day),AMZ-CUST-5227,Rohit Chopra,Prime,25-34,Patna,Bihar,East,5,3744.31,60,11232.93,7488.62,469.91,6.28,Amazon Pay,No,N/A,4,2021,July,Q3,FY2021-22,No,No
AMZ-ORD-102585,ASIN-82633086,Lucent GK Hindi,Books & Media,Academic,2022-10-25,2022-10-27,2022-10-28,Amazon Prime (2-Day),AMZ-CUST-5182,Aditi Shah,Regular,25-34,Hyderabad,Telangana,South,5,1977.03,70,6919.6,2965.55,1092.79,36.85,UPI,No,N/A,5,2022,October,Q4,FY2022-23,No,Yes
AMZ-ORD-102586,ASIN-74805748,Bournvita 1kg,Grocery & Gourmet,Staples,2021-07-04,2021-07-05,2021-07-06,Amazon Prime (1-Day),AMZ-CUST-5364,Kavya Gupta,Prime,45-54,Pune,Maharashtra,West,4,4539.98,50,9079.96,9079.96,1303.46,14.36,Credit Card,No,N/A,5,2021,July,Q3,FY2021-22,Yes,No
AMZ-ORD-102587,ASIN-11668716,Captain Underpants,Books & Media,Children,2022-10-28,2022-11-03,2022-11-03,Scheduled Delivery,AMZ-CUST-5374,Nisha Kumar,Prime,45-54,Gurgaon,Haryana,North,4,333.76,30,400.51,934.53,270.94,28.99,Cash on Delivery,No,N/A,4,2022,October,Q4,FY2022-23,No,Yes
AMZ-ORD-102588,ASIN-80562458,Dyson V12 Vacuum,Home & Kitchen,Cleaning,2022-05-05,2022-05-05,2022-05-05,Amazon Fresh (Same Day),AMZ-CUST-5398,Tanvi Malhotra,Regular,18-24,Jaipur,Rajasthan,North,3,30877.83,25,23158.37,69475.12,12495.42,17.99,Debit Card,No,N/A,2,2022,May,Q2,FY2022-23,No,No
AMZ-ORD-102589,ASIN-17505308,Aquaguard Geneus,Home & Kitchen,Cleaning,2022-03-01,2022-03-06,2022-03-07,Scheduled Delivery,AMZ-CUST-5602,Deepika Kapoor,Prime,18-24,Jaipur,Rajasthan,North,3,17024.43,25,12768.32,38304.97,14662.25,38.28,Credit Card,No,N/A,4,2022,March,Q1,FY2021-22,No,No
AMZ-ORD-102590,ASIN-47723028,Da Milano Clutch,Fashion,Accessories,2021-09-21,2021-09-21,2021-09-22,Amazon Fresh (Same Day),AMZ-CUST-5084,Aditi Singh,Regular,25-34,Surat,Gujarat,West,3,11439.92,50,17159.88,17159.88,8611.72,50.19,Amazon Pay,No,N/A,5,2021,September,Q3,FY2021-22,No,No
AMZ-ORD-102591,ASIN-78823543,Cosco Basketball,Sports & Outdoors,Sports Gear,2023-11-06,2023-11-08,2023-11-09,Amazon Prime (2-Day),AMZ-CUST-5643,Simran Agarwal,Prime,35-44,Bengaluru,Karnataka,South,4,4445.68,15,2667.41,15115.31,2488.19,16.46,Cash on Delivery,No,N/A,4,2023,November,Q4,FY2023-24,No,Yes
AMZ-ORD-102592,ASIN-67888547,Boldfit Resistance Bands,Sports & Outdoors,Fitness Equipment,2022-02-24,2022-02-26,2022-02-26,Amazon Prime (2-Day),AMZ-CUST-5399,Ananya Rao,Regular,35-44,Indore,Madhya Pradesh,Central,5,38142.51,5,9535.63,181176.92,46288.72,25.55,Amazon Pay,Yes,Defective Product,3,2022,February,Q1,FY2021-22,No,No
AMZ-ORD-102593,ASIN-97869647,Reach Ab Roller,Sports & Outdoors,Fitness Equipment,2022-07-31,2022-08-01,2022-08-02,Amazon Prime (1-Day),AMZ-CUST-5416,Diya Mehta,Regular,45-54,Chennai,Tamil Nadu,South,2,24494.3,5,2449.43,46539.17,15743.57,33.83,EMI,No,N/A,1,2022,July,Q3,FY2022-23,Yes,No
AMZ-ORD-102594,ASIN-87549978,Tata Tea Premium 500g,Grocery & Gourmet,Beverages,2023-12-10,2023-12-12,2023-12-12,Amazon Prime (2-Day),AMZ-CUST-5372,Arjun Gupta,Regular,18-24,Noida,Uttar Pradesh,North,1,4069.9,30,1220.97,2848.93,366.98,12.88,Amazon Pay,Yes,Wrong Item,4,2023,December,Q4,FY2023-24,Yes,Yes
AMZ-ORD-102595,ASIN-12150072,Coca Cola 2L Pack,Grocery & Gourmet,Beverages,2023-08-22,2023-08-24,2023-08-25,Amazon Prime (2-Day),AMZ-CUST-5212,Aditya Kapoor,Regular,35-44,Indore,Madhya Pradesh,Central,4,2300.13,60,5520.31,3680.21,453.18,12.31,EMI,No,N/A,1,2023,August,Q3,FY2023-24,No,No
AMZ-ORD-102596,ASIN-63186713,Saffola Gold Oil 5L,Grocery & Gourmet,Staples,2022-09-03,2022-09-05,2022-09-05,Amazon Prime (2-Day),AMZ-CUST-5009,Varun Nair,Prime,45-54,Nagpur,Maharashtra,West,2,4281.97,40,3425.58,5138.36,361.35,7.03,Debit Card,No,N/A,5,2022,September,Q3,FY2022-23,Yes,No
AMZ-ORD-102597,ASIN-87549978,Tata Tea Premium 500g,Grocery & Gourmet,Beverages,2023-06-30,2023-07-02,2023-07-03,Amazon Prime (2-Day),AMZ-CUST-5312,Rohan Mishra,Prime,35-44,Coimbatore,Tamil Nadu,South,3,3752.34,10,1125.7,10131.32,1199.05,11.84,Credit Card,No,N/A,2,2023,June,Q2,FY2023-24,No,No
AMZ-ORD-102598,ASIN-70640720,Peter England Blazer,Fashion,Men's Clothing,2023-11-21,2023-11-21,2023-11-22,Amazon Fresh (Same Day),AMZ-CUST-5708,Meera Patel,Prime,35-44,Indore,Madhya Pradesh,Central,5,20918.67,0,0.0,104593.35,47696.63,45.6,Debit Card,No,N/A,4,2023,November,Q4,FY2023-24,No,Yes
AMZ-ORD-102599,ASIN-42266703,Pepperfry Study Table,Home & Kitchen,Furniture,2021-05-18,2021-05-22,2021-05-23,Scheduled Delivery,AMZ-CUST-5576,Vivek Agarwal,Business Prime,25-34,Kochi,Kerala,South,1,63972.35,70,44780.64,19191.71,7341.39,38.25,Credit Card,No,N/A,5,2021,May,Q2,FY2021-22,No,No
AMZ-ORD-102600,ASIN-13933453,Target MHT-CET,Books & Media,Academic,2022-03-05,2022-03-11,2022-03-12,Scheduled Delivery,AMZ-CUST-5653,Nisha Rao,Prime,45-54,Bengaluru,Karnataka,South,4,1239.41,70,3470.35,1487.29,490.82,33.0,Cash on Delivery,No,N/A,2,2022,March,Q1,FY2021-22,Yes,No
AMZ-ORD-102601,ASIN-14816221,MTG NEET Biology,Books & Media,Academic,2022-05-20,2022-05-20,2022-05-20,Amazon Fresh (Same Day),AMZ-CUST-5163,Pooja Reddy,Regular,45-54,Delhi,Delhi,North,3,1593.72,0,0.0,4781.16,947.26,19.81,UPI,No,N/A,5,2022,May,Q2,FY2022-23,No,No
AMZ-ORD-102602,ASIN-44908228,Arihant General Knowledge,Books & Media,Academic,2021-03-05,2021-03-07,2021-03-07,Amazon Prime (2-Day),AMZ-CUST-5231,Vivek Singh,Business Prime,55+,Chennai,Tamil Nadu,South,2,1099.6,70,1539.44,659.76,221.39,33.56,Debit Card,No,N/A,4,2021,March,Q1,FY2020-21,No,No
AMZ-ORD-102603,ASIN-69542760,Scotch-Brite Scrub,Home & Kitchen,Cleaning,2023-07-07,2023-07-09,2023-07-09,Amazon Prime (2-Day),AMZ-CUST-5706,Amit Reddy,Prime,35-44,Bengaluru,Karnataka,South,5,74774.97,70,261712.39,112162.46,26422.77,23.56,Amazon Pay,No,N/A,5,2023,July,Q3,FY2023-24,No,No
AMZ-ORD-102604,ASIN-35725806,MSI Modern 14,Electronics,Laptops,2021-05-07,2021-05-11,2021-05-12,Scheduled Delivery,AMZ-CUST-5468,Priya Mehta,Prime,18-24,Mumbai,Maharashtra,West,3,50133.65,60,90240.57,60160.38,6570.17,10.92,Net Banking,No,N/A,5,2021,May,Q2,FY2021-22,No,No
AMZ-ORD-102605,ASIN-90675513,Powermax Treadmill,Sports & Outdoors,Fitness Equipment,2022-05-03,2022-05-10,2022-05-11,Scheduled Delivery,AMZ-CUST-5520,Deepika Shah,Regular,25-34,Indore,Madhya Pradesh,Central,1,45364.36,25,11341.09,34023.27,6131.03,18.02,Net Banking,No,N/A,4,2022,May,Q2,FY2022-23,No,No
AMZ-ORD-102606,ASIN-55419581,Tinkle Comics,Books & Media,Children,2021-07-02,2021-07-07,2021-07-07,Standard (5-7 Days),AMZ-CUST-5252,Zara Singh,Prime,55+,Chandigarh,Punjab,North,3,1282.81,40,1539.37,2309.06,585.31,25.35,Credit Card,No,N/A,4,2021,July,Q3,FY2021-22,No,No
AMZ-ORD-102607,ASIN-72322896,Bajaj Mixer Grinder,Home & Kitchen,Kitchen Appliances,2022-11-03,2022-11-08,2022-11-09,Standard (5-7 Days),AMZ-CUST-5673,Manish Verma,Regular,35-44,Patna,Bihar,East,5,50731.54,20,50731.54,202926.16,59883.57,29.51,Amazon Pay,No,N/A,4,2022,November,Q4,FY2022-23,No,Yes
AMZ-ORD-102608,ASIN-26401067,Think and Grow Rich,Books & Media,Fiction,2023-09-11,2023-09-15,2023-09-15,Standard (5-7 Days),AMZ-CUST-5420,Rohit Joshi,Regular,35-44,Gurgaon,Haryana,North,5,2762.82,30,4144.23,9669.87,2280.3,23.58,EMI,No,N/A,5,2023,September,Q3,FY2023-24,No,No
AMZ-ORD-102609,ASIN-78829527,Trident Bath Towels,Home & Kitchen,Home Decor,2021-07-05,2021-07-07,2021-07-08,Amazon Prime (2-Day),AMZ-CUST-5715,Zara Patel,Regular,55+,Mumbai,Maharashtra,West,5,67083.32,15,50312.49,285104.11,52861.66,18.54,EMI,No,N/A,5,2021,July,Q3,FY2021-22,No,No
AMZ-ORD-102610,ASIN-78447968,Nothing Phone 2,Electronics,Smartphones,2022-01-21,2022-01-22,2022-01-23,Amazon Prime (1-Day),AMZ-CUST-5393,Ishaan Agarwal,Business Prime,35-44,Kochi,Kerala,South,1,117248.39,10,11724.84,105523.55,15164.98,14.37,EMI,No,N/A,5,2022,January,Q1,FY2021-22,No,No
AMZ-ORD-102611,ASIN-68917055,Fossil Gen 6 Watch,Fashion,Accessories,2022-11-02,2022-11-02,2022-11-02,Amazon Fresh (Same Day),AMZ-CUST-5688,Aisha Sharma,Regular,55+,Coimbatore,Tamil Nadu,South,4,17724.19,50,35448.38,35448.38,9304.36,26.25,EMI,Yes,Wrong Item,1,2022,November,Q4,FY2022-23,No,Yes
AMZ-ORD-102612,ASIN-17158549,Maggi Noodles 12 Pack,Grocery & Gourmet,Staples,2022-04-03,2022-04-10,2022-04-11,Scheduled Delivery,AMZ-CUST-5650,Manish Nair,Prime,18-24,Delhi,Delhi,North,1,4701.1,5,235.06,4466.04,293.84,6.58,Debit Card,No,N/A,4,2022,April,Q2,FY2022-23,Yes,No
AMZ-ORD-102613,ASIN-18656592,HP Pavilion 15,Electronics,Laptops,2023-06-27,2023-06-27,2023-06-28,Amazon Fresh (Same Day),AMZ-CUST-5168,Rohit Malhotra,Regular,55+,Patna,Bihar,East,3,34307.23,50,51460.85,51460.84,5268.5,10.24,Amazon Pay,No,N/A,1,2023,June,Q2,FY2023-24,No,No
AMZ-ORD-102614,ASIN-63095714,Nestle Everyday Milk Powder,Grocery & Gourmet,Staples,2021-07-26,2021-07-28,2021-07-29,Amazon Prime (2-Day),AMZ-CUST-5594,Kabir Iyer,Prime,18-24,Patna,Bihar,East,3,2056.88,40,2468.26,3702.38,483.36,13.06,UPI,No,N/A,1,2021,July,Q3,FY2021-22,No,No
AMZ-ORD-102615,ASIN-35840323,Ikigai - Hector Garcia,Books & Media,Fiction,2022-06-18,2022-06-19,2022-06-20,Amazon Prime (1-Day),AMZ-CUST-5401,Simran Nair,Prime,25-34,Patna,Bihar,East,4,806.57,20,645.26,2581.02,855.48,33.15,Net Banking,No,N/A,4,2022,June,Q2,FY2022-23,Yes,No
AMZ-ORD-102616,ASIN-28469664,Aashirvaad Atta 10kg,Grocery & Gourmet,Staples,2023-12-27,2023-12-28,2023-12-28,Amazon Prime (1-Day),AMZ-CUST-5508,Ananya Sharma,Prime,18-24,Kochi,Kerala,South,5,3786.51,50,9466.28,9466.27,879.18,9.29,Debit Card,No,N/A,4,2023,December,Q4,FY2023-24,No,Yes
AMZ-ORD-102617,ASIN-62469319,Vector X Pull Up Bar,Sports & Outdoors,Fitness Equipment,2021-07-13,2021-07-13,2021-07-13,Amazon Fresh (Same Day),AMZ-CUST-5140,Simran Sharma,Regular,18-24,Jaipur,Rajasthan,North,4,41987.19,10,16794.88,151153.88,34623.18,22.91,UPI,No,N/A,5,2021,July,Q3,FY2021-22,No,No
AMZ-ORD-102618,ASIN-71086195,Philips Air Fryer,Home & Kitchen,Kitchen Appliances,2023-11-23,2023-11-30,2023-11-30,Scheduled Delivery,AMZ-CUST-5053,Manish Mehta,Regular,25-34,Kochi,Kerala,South,4,70205.33,5,14041.07,266780.25,95506.18,35.8,Cash on Delivery,Yes,Defective Product,5,2023,November,Q4,FY2023-24,No,Yes
